Rank,AVG Min Temp,City,State,Population
33778,33.42 F,Saxtons River, VT,627
21963,40.51 F,Saybrook, IL,789
23756,39.71 F,Saybrook Manor, CT,"1,045"
28509,36.97 F,Saylorsburg, PA,616
25841,38.46 F,Saylorville, IA,"2,944"
36684,29.35 F,Sayner, WI,139
7800,49.00 F,Sayre, AL,0
11366,45.73 F,Sayre, OK,"4,524"
30023,36.07 F,Sayre, PA,"5,553"
22850,40.14 F,Sayreville, NJ,"43,962"
14057,44.09 F,Sayville, NY,"16,311"
13427,44.45 F,Scaggsville, MD,"24,333"
28485,36.98 F,Scales Mound, IL,451
16561,42.86 F,Scalf, KY,0
25402,38.69 F,Scalp Level, PA,808
17001,42.64 F,Scaly Mountain, NC,0
11374,45.73 F,Scammon, KS,390
37769,22.93 F,Scammon Bay, AK,447
23724,39.73 F,Scandia, KS,437
33468,33.79 F,Scandia, MN,"3,976"
34294,32.86 F,Scandinavia, WI,357
36738,29.24 F,Scanlon, MN,"1,139"
18677,41.87 F,Scappoose, OR,"6,778"
32739,34.35 F,Scarborough, ME,"4,931"
15874,43.17 F,Scarbro, WV,380
17350,42.47 F,Scarsdale, NY,"17,471"
31086,35.36 F,Scarville, IA,99
19342,41.55 F,Scenery Hill, PA,0
9225,47.61 F,Scenic, AZ,"1,679"
32553,34.45 F,Scenic, SD,0
3445,54.03 F,Scenic Oaks, TX,"5,456"
19268,41.58 F,Schaefferstown, PA,800
31296,35.22 F,Schaghticoke, NY,608
259,65.12 F,Schall Circle, FL,"1,129"
28955,36.72 F,Schaller, IA,803
26216,38.26 F,Schaumburg, IL,"74,560"
13272,44.53 F,Schell City, MO,208
12034,45.26 F,Scheller, IL,0
28086,37.17 F,Schellsburg, PA,305
30046,36.06 F,Schenectady, NY,"66,055"
31199,35.29 F,Schenevus, NY,361
26359,38.19 F,Schenley, PA,0
18940,41.76 F,Schererville, IN,"29,082"
1991,57.23 F,Schertz, TX,"35,093"
25540,38.64 F,Schiller Park, IL,"11,842"
4218,52.92 F,Schlater, MS,378
27511,37.50 F,Schleswig, IA,859
8649,48.24 F,Schley, VA,0
21372,40.74 F,Schlusser, PA,"4,988"
23356,39.92 F,Schnecksville, PA,"2,614"
21713,40.61 F,Schneider, IN,287
12244,45.13 F,Schnellville, IN,0
27777,37.34 F,Schodack Landing, NY,0
22762,40.20 F,Schoenchen, KS,190
17401,42.45 F,Schoeneck, PA,817
35530,31.13 F,Schofield, WI,"2,204"
262,65.11 F,Schofield Barracks, HI,"19,525"
30469,35.75 F,Schoharie, NY,855
24093,39.52 F,Schoolcraft, MI,"1,657"
27247,37.66 F,Schooleys Mountain, NJ,0
14648,43.77 F,Schram City, IL,462
1577,58.82 F,Schriever, LA,"7,564"
37259,27.72 F,Schroeder, MN,0
35893,30.63 F,Schroon Lake, NY,569
22589,40.28 F,Schubert, PA,129
2019,57.15 F,Schulenburg, TX,"2,885"
8106,48.76 F,Schulter, OK,464
29344,36.49 F,Schurz, NV,728
14823,43.67 F,Schuyler, VA,263
26994,37.84 F,Schuyler, NE,"6,195"
32050,34.77 F,Schuyler Falls, NY,0
29769,36.23 F,Schuyler Lake, NY,0
30679,35.62 F,Schuylerville, NY,"1,667"
22597,40.27 F,Schuylkill Haven, PA,"5,368"
20321,41.11 F,Schwenksville, PA,"1,415"
3139,54.60 F,Schwertner, TX,0
12659,44.89 F,Science Hill, KY,715
18046,42.13 F,Scio, OR,901
21712,40.61 F,Scio, OH,804
33564,33.71 F,Scio, NY,460
19301,41.57 F,Sciota, IL,86
29760,36.23 F,Sciota, PA,0
19250,41.59 F,Scioto Furnace, OH,0
18429,41.98 F,Sciotodale, OH,"1,012"
16901,42.70 F,Scipio, IN,123
33072,34.12 F,Scipio, UT,433
26806,37.95 F,Scipio Center, NY,0
389,63.68 F,Scissors, TX,"3,014"
20271,41.13 F,Scituate, MA,"5,623"
5873,50.72 F,Scobey, MS,0
37231,27.83 F,Scobey, MT,"1,096"
37644,25.50 F,Scofield, UT,32
5292,51.49 F,Scooba, MS,995
6984,49.69 F,Scotch Meadows, NC,538
22838,40.15 F,Scotch Plains, NJ,"22,821"
24828,39.10 F,Scotchtown, NY,"9,132"
4491,52.51 F,Scotia, SC,206
11120,45.94 F,Scotia, CA,864
29943,36.12 F,Scotia, NY,"7,742"
30445,35.76 F,Scotia, NE,397
4232,52.90 F,Scotland, GA,248
5523,51.23 F,Scotland, TX,612
9241,47.60 F,Scotland, VA,188
9323,47.55 F,Scotland, MD,0
10162,46.78 F,Scotland, AR,0
14784,43.69 F,Scotland, IN,51
20917,40.90 F,Scotland, PA,"1,206"
25486,38.66 F,Scotland, CT,0
29398,36.45 F,Scotland, SD,871
9945,47.02 F,Scotland Neck, NC,"1,711"
30052,36.06 F,Scotrun, PA,0
12308,45.09 F,Scotsdale, MO,216
1807,57.64 F,Scott, LA,"8,775"
4467,52.55 F,Scott, MS,0
5437,51.33 F,Scott, AR,21
10928,46.08 F,Scott, IL,"3,314"
24068,39.53 F,Scott, OH,289
10929,46.08 F,Scott Air Force Base, IL,0
24386,39.35 F,Scott Bar, CA,0
11149,45.91 F,Scott City, MO,"4,551"
26909,37.90 F,Scott City, KS,"3,631"
17267,42.50 F,Scott Depot, WV,0
7890,48.95 F,Scottdale, GA,"9,847"
23728,39.73 F,Scottdale, PA,"4,336"
17960,42.17 F,Scottown, OH,0
13138,44.60 F,Scotts, NC,0
25983,38.37 F,Scotts, MI,0
19099,41.68 F,Scotts Corners, NY,740
8293,48.58 F,Scotts Hill, TN,925
14768,43.70 F,Scotts Mills, OR,457
10815,46.19 F,Scotts Valley, CA,"11,711"
34567,32.47 F,Scottsbluff, NE,"14,998"
7174,49.48 F,Scottsboro, AL,"14,779"
14283,43.95 F,Scottsburg, VA,112
15275,43.42 F,Scottsburg, OR,0
15392,43.36 F,Scottsburg, IN,"6,700"
27593,37.44 F,Scottsburg, NY,118
1619,58.59 F,Scottsdale, AZ,"223,519"
962,61.58 F,Scottsmoor, FL,0
3794,53.51 F,Scottsville, TX,410
10328,46.63 F,Scottsville, KY,"4,295"
13789,44.25 F,Scottsville, VA,513
22410,40.35 F,Scottsville, KS,14
24362,39.36 F,Scottsville, NY,"2,446"
17844,42.22 F,Scottville, IL,81
23921,39.62 F,Scottville, NC,0
27778,37.34 F,Scottville, MI,"1,209"
5363,51.42 F,Scranton, SC,772
5398,51.37 F,Scranton, NC,0
7940,48.92 F,Scranton, AR,233
14680,43.75 F,Scranton, KS,752
27941,37.25 F,Scranton, IA,567
31720,34.96 F,Scranton, PA,"75,842"
35798,30.76 F,Scranton, ND,270
8408,48.45 F,Scraper, OK,178
3354,54.22 F,Screven, GA,861
27130,37.74 F,Scribner, NE,"1,043"
4628,52.34 F,Scroggins, TX,0
16133,43.05 F,Scuddy, KY,0
3174,54.54 F,Scurry, TX,685
5460,51.30 F,Sea Breeze, NC,"2,178"
12504,44.98 F,Sea Bright, NJ,"1,349"
17925,42.19 F,Sea Cliff, NY,"5,012"
15018,43.57 F,Sea Girt, NJ,"1,844"
2029,57.12 F,Sea Island, GA,0
15143,43.49 F,Sea Isle City, NJ,"1,824"
13023,44.66 F,Sea Ranch, CA,983
102,67.77 F,Sea Ranch Lakes, FL,737
18283,42.05 F,Seabeck, WA,"1,245"
10173,46.77 F,Seaboard, NC,756
1261,60.23 F,Seabrook, TX,"12,437"
3265,54.35 F,Seabrook, SC,0
12482,44.99 F,Seabrook, MD,"17,115"
19100,41.68 F,Seabrook, MA,445
29158,36.62 F,Seabrook, NH,0
29142,36.63 F,Seabrook Beach, NH,826
9479,47.41 F,Seabrook Farms, NJ,995
3358,54.21 F,Seabrook Island, SC,"1,711"
11018,46.02 F,Seacliff, CA,"3,373"
801,62.39 F,Seadrift, TX,"1,677"
8565,48.31 F,Seaford, VA,0
11408,45.70 F,Seaford, NY,"15,405"
11462,45.66 F,Seaford, DE,"7,163"
32693,34.37 F,Seaforth, MN,82
2930,54.86 F,Seagoville, TX,"15,379"
12555,44.95 F,Seagraves, TX,"2,544"
8779,48.11 F,Seagrove, NC,249
14813,43.67 F,Seahurst, WA,0
2708,55.30 F,Seal Beach, CA,"24,477"
31903,34.86 F,Seal Cove, ME,0
31686,34.99 F,Seal Harbor, ME,0
20266,41.13 F,Seal Rock, OR,0
5670,51.04 F,Seale, AL,0
4141,53.03 F,Sealevel, NC,0
12855,44.77 F,Sealston, VA,0
2031,57.12 F,Sealy, TX,"6,181"
31974,34.81 F,Seama, NM,302
17575,42.36 F,Seaman, OH,894
25230,38.79 F,Seanor, PA,0
2359,56.23 F,Searchlight, NV,431
8261,48.60 F,Searcy, AR,"23,524"
13322,44.50 F,Searingtown, NY,"4,495"
32161,34.71 F,Searles, MN,230
9445,47.44 F,Searles Valley, CA,"1,597"
34315,32.83 F,Sears, MI,0
26196,38.27 F,Searsboro, IA,165
32811,34.29 F,Searsmont, ME,0
33225,34.03 F,Searsport, ME,964
9257,47.58 F,Seaside, CA,"33,729"
17096,42.60 F,Seaside, OR,"6,481"
16554,42.86 F,Seaside Heights, NJ,"2,899"
16996,42.65 F,Seaside Park, NJ,"1,406"
12111,45.21 F,Seat Pleasant, MD,"4,656"
14835,43.66 F,Seatac, WA,"27,606"
19937,41.27 F,Seaton, IL,246
25506,38.65 F,Seatonville, IL,329
14861,43.65 F,Seattle, WA,"637,850"
7450,49.25 F,Seaview, VA,0
16051,43.09 F,Seaview, WA,0
25136,38.86 F,Seba Dalkai, AZ,123
34239,32.91 F,Sebago, ME,0
29504,36.40 F,Sebasco Estates, ME,0
407,63.62 F,Sebastian, TX,"1,676"
679,62.88 F,Sebastian, FL,"22,485"
5651,51.07 F,Sebastopol, MS,252
11361,45.74 F,Sebastopol, CA,"7,535"
36163,30.27 F,Sebec, ME,0
36408,29.96 F,Sebeka, MN,672
28250,37.10 F,Sebewaing, MI,"1,654"
32451,34.51 F,Seboyeta, NM,201
9769,47.16 F,Sebree, KY,"1,556"
985,61.37 F,Sebring, FL,"10,356"
24811,39.10 F,Sebring, OH,"4,360"
20140,41.18 F,Secaucus, NJ,"17,614"
15593,43.29 F,Seco, KY,0
1822,57.60 F,Seco Mines, TX,503
19241,41.59 F,Second Mesa, AZ,"1,016"
24641,39.22 F,Secondcreek, WV,0
19086,41.69 F,Seconsett Island, MA,23
23595,39.80 F,Secor, IL,403
10881,46.13 F,Secretary, MD,855
7663,49.09 F,Section, AL,880
35609,31.04 F,Security-Widefield, CO,"33,566"
9651,47.25 F,Sedalia, KY,367
9701,47.22 F,Sedalia, NC,610
15344,43.38 F,Sedalia, MO,"21,429"
20539,41.02 F,Sedalia, IN,0
21552,40.67 F,Sedalia, OH,0
28540,36.95 F,Sedalia, CO,101
12473,44.99 F,Sedan, KS,"1,247"
27291,37.64 F,Sedan, NM,0
34274,32.88 F,Sedan, MN,30
36415,29.94 F,Sedan, MT,174
14418,43.89 F,Sedgewickville, MO,213
9442,47.44 F,Sedgwick, AR,162
13544,44.38 F,Sedgwick, KS,"1,925"
31970,34.82 F,Sedgwick, ME,0
32336,34.59 F,Sedgwick, CO,184
20173,41.17 F,Sedillo, NM,715
9882,47.07 F,Sedley, VA,534
33562,33.71 F,Sedona, AZ,"10,092"
16257,42.99 F,Sedro Woolley, WA,"10,645"
25801,38.48 F,Seekonk, MA,0
2632,55.45 F,Seeley, CA,"1,214"
33932,33.25 F,Seeley Lake, MT,"1,174"
15818,43.19 F,Seelyville, IN,930
944,61.68 F,Seffner, FL,"7,532"
2117,56.96 F,Seguin, TX,"26,237"
30822,35.52 F,Segundo, CO,125
24711,39.17 F,Sehili, AZ,87
23824,39.67 F,Seiad Valley, CA,0
32699,34.37 F,Seibert, CO,178
13591,44.34 F,Seiling, OK,869
20262,41.13 F,Sekiu, WA,27
27008,37.83 F,Selah, WA,"7,328"
37952,15.07 F,Selawik, AK,754
34452,32.64 F,Selby, SD,800
10998,46.03 F,Selbyville, DE,"2,535"
21237,40.78 F,Selbyville, WV,0
15506,43.32 F,Selden, NY,"20,390"
27396,37.56 F,Selden, KS,327
35981,30.50 F,Seldovia, AK,264
35963,30.53 F,Seldovia Village, AK,180
35976,30.51 F,Selfridge, ND,189
12475,44.99 F,Seligman, MO,"1,099"
22622,40.26 F,Seligman, AZ,391
24275,39.42 F,Selinsgrove, PA,"5,698"
28400,37.02 F,Selkirk, NY,0
5483,51.28 F,Sellers, SC,117
14144,44.03 F,Sellersburg, IN,"8,004"
22319,40.40 F,Sellersville, PA,"4,232"
3147,54.58 F,Sells, AZ,"1,893"
2350,56.25 F,Selma, TX,"7,046"
4604,52.37 F,Selma, AL,"20,276"
6572,50.00 F,Selma, CA,"23,808"
7397,49.29 F,Selma, NC,"6,172"
19729,41.38 F,Selma, OR,653
21027,40.86 F,Selma, IN,849
22020,40.49 F,Selma, IA,0
24443,39.33 F,Selma, VA,439
3928,53.31 F,Selman City, TX,0
7943,48.91 F,Selmer, TN,"4,482"
4614,52.36 F,Selmont-West Selmont, AL,"2,887"
23491,39.85 F,Seltzer, PA,251
36788,29.13 F,Selz, ND,19
4070,53.12 F,Seminary, MS,396
731,62.77 F,Seminole, FL,"17,477"
2373,56.21 F,Seminole, AL,0
7520,49.20 F,Seminole, OK,"7,493"
10751,46.25 F,Seminole, TX,"6,848"
28967,36.72 F,Seminole, PA,0
229,65.28 F,Seminole Manor, FL,"2,464"
3568,53.89 F,Semmes, AL,"3,059"
11508,45.63 F,Semora, NC,0
32384,34.56 F,Sena, NM,162
8633,48.25 F,Senath, MO,"1,905"
5274,51.51 F,Senatobia, MS,"8,063"
10648,46.32 F,Seneca, MO,"2,137"
12825,44.78 F,Seneca, SC,"8,147"
20601,41.00 F,Seneca, KS,"1,819"
23377,39.91 F,Seneca, IL,"2,629"
27859,37.29 F,Seneca, WI,0
28820,36.79 F,Seneca, PA,"1,335"
33076,34.12 F,Seneca, NE,52
34656,32.34 F,Seneca, SD,50
34898,31.96 F,Seneca, OR,148
24857,39.08 F,Seneca Castle, NY,0
24561,39.28 F,Seneca Falls, NY,"6,533"
13676,44.31 F,Seneca Gardens, KY,622
27850,37.30 F,Seneca Knolls, NY,"1,936"
27111,37.76 F,Seneca Rocks, WV,0
20508,41.04 F,Senecaville, OH,428
34988,31.86 F,Seney, MI,0
6247,50.29 F,Senoia, GA,"3,627"
10065,46.88 F,Sentinel, OK,972
35390,31.30 F,Sentinel Butte, ND,91
9310,47.55 F,Sequatchie, TN,0
17125,42.58 F,Sequim, WA,"6,651"
37163,28.04 F,Sequndo, CO,129
10211,46.73 F,Sequoia Crest, CA,26
11087,45.96 F,Sequoia National Park, CA,0
9364,47.52 F,Sequoyah, OK,571
32104,34.73 F,Serafina, NM,0
25252,38.78 F,Serena, IL,0
3256,54.38 F,Serenada, TX,"1,216"
11946,45.33 F,Sereno Del Mar, CA,51
27594,37.44 F,Sergeant Bluff, IA,"4,300"
21955,40.51 F,Sergeantsville, NJ,0
23001,40.07 F,Servia, IN,0
11749,45.43 F,Sesser, IL,"1,962"
17130,42.58 F,Setauket-East Setauket, NY,"14,293"
16766,42.77 F,Seth, WV,0
15949,43.14 F,Seth Ward, TX,"1,747"
13357,44.48 F,Seven Corners, VA,"8,343"
21976,40.50 F,Seven Devils, NC,228
23638,39.78 F,Seven Fields, PA,"2,886"
20195,41.16 F,Seven Hills, OH,"11,735"
8023,48.83 F,Seven Lakes, NC,"4,719"
18370,42.01 F,Seven Mile, OH,777
22427,40.35 F,Seven Mile Ford, VA,641
3092,54.68 F,Seven Oaks, TX,182
6857,49.78 F,Seven Oaks, SC,"15,906"
3441,54.03 F,Seven Points, TX,"1,337"
6874,49.76 F,Seven Springs, NC,118
25268,38.77 F,Seven Springs, PA,16
17177,42.56 F,Seven Valleys, PA,537
30551,35.70 F,Sevenmile, AZ,888
34600,32.42 F,Seventh Mountain, OR,238
18327,42.03 F,Severance, KS,75
33712,33.51 F,Severance, CO,"3,352"
35210,31.53 F,Severance, NY,0
8569,48.31 F,Severn, VA,0
10009,46.95 F,Severn, NC,243
12483,44.99 F,Severn, MD,"45,396"
11769,45.42 F,Severna Park, MD,"38,177"
13069,44.64 F,Severy, KS,293
32327,34.60 F,Sevier, UT,0
10893,46.12 F,Sevierville, TN,"15,592"
1262,60.23 F,Seville, FL,192
4006,53.22 F,Seville, GA,167
6561,50.00 F,Seville, CA,437
19591,41.44 F,Seville, OH,"2,270"
481,63.36 F,Sewall's Point, FL,"1,994"
9813,47.13 F,Sewanee, TN,"2,684"
16167,43.04 F,Seward, KS,55
24557,39.28 F,Seward, NE,"7,050"
25566,38.62 F,Seward, PA,415
28309,37.07 F,Seward, IL,0
37070,28.31 F,Seward, AK,"2,646"
18999,41.74 F,Sewaren, NJ,"2,341"
10244,46.70 F,Sewell, NJ,0
19570,41.46 F,Sewickley, PA,"3,832"
19583,41.45 F,Sewickley Heights, PA,723
19579,41.45 F,Sewickley Hills, PA,668
30451,35.76 F,Sexton, IA,46
14905,43.63 F,Sextons Creek, KY,0
32196,34.68 F,Sextonville, WI,390
6296,50.23 F,Seymour, TX,"2,521"
10588,46.37 F,Seymour, TN,"10,703"
13136,44.60 F,Seymour, MO,"1,696"
17278,42.50 F,Seymour, IN,"18,686"
21790,40.58 F,Seymour, IL,269
25201,38.82 F,Seymour, IA,871
27664,37.40 F,Seymour, CT,0
34112,33.05 F,Seymour, WI,"3,449"
34216,32.93 F,Seymour CDP, WI,"1,582"
26447,38.14 F,Shabbona, IL,877
7910,48.94 F,Shackelford, CA,"3,371"
9996,46.96 F,Shackle Island, TN,"2,916"
9750,47.19 F,Shacklefords, VA,0
22855,40.14 F,Shade, OH,0
25169,38.84 F,Shade Gap, PA,141
21440,40.71 F,Shadeland, IN,"1,778"
13502,44.40 F,Shadow Lake, WA,"2,695"
22643,40.25 F,Shady Cove, OR,"2,936"
6692,49.89 F,Shady Dale, GA,217
2739,55.23 F,Shady Grove, FL,0
7685,49.08 F,Shady Grove, OK,484
17503,42.39 F,Shady Grove, PA,0
6876,49.76 F,Shady Grove CDP, OK,300
8813,48.06 F,Shady Grove town, OK,2
1201,60.49 F,Shady Hills, FL,"10,687"
3150,54.57 F,Shady Hollow, TX,"4,940"
6764,49.84 F,Shady Point, OK,"1,143"
4786,52.10 F,Shady Shores, TX,"2,729"
11153,45.91 F,Shady Side, MD,"6,550"
19790,41.35 F,Shady Spring, WV,"3,078"
17079,42.60 F,Shady Valley, TN,0
3643,53.80 F,Shadybrook, TX,"1,969"
18240,42.06 F,Shadyside, OH,"3,812"
35284,31.43 F,Shafer, MN,936
26651,38.04 F,Shaft, MD,311
5607,51.13 F,Shafter, CA,"17,261"
27943,37.25 F,Shaftsburg, MI,0
32314,34.61 F,Shaftsbury, VT,0
37848,20.91 F,Shageluk, AK,58
20603,41.00 F,Shaker Heights, OH,"28,071"
30478,35.74 F,Shakopee, MN,"38,613"
37872,19.15 F,Shaktoolik, AK,212
3028,54.75 F,Shalimar, FL,723
5793,50.87 F,Shallotte, NC,"3,639"
14447,43.88 F,Shallowater, TX,"2,514"
23354,39.92 F,Shambaugh, IA,200
23204,39.99 F,Shamokin, PA,"7,295"
23961,39.60 F,Shamokin Dam, PA,"1,592"
8561,48.31 F,Shamrock, OK,51
12361,45.06 F,Shamrock, TX,"1,906"
22273,40.41 F,Shamrock Lakes, IN,397
33291,33.97 F,Shandaken, NY,0
11975,45.30 F,Shandon, CA,"1,323"
18983,41.74 F,Shandon, OH,0
25389,38.70 F,Shaniko, OR,7
21785,40.58 F,Shanks, WV,0
26636,38.05 F,Shanksville, PA,218
22681,40.23 F,Shannock, RI,0
5952,50.61 F,Shannon, MS,"1,831"
6719,49.87 F,Shannon, NC,232
6951,49.71 F,Shannon, AL,0
9308,47.56 F,Shannon, GA,"1,862"
28810,36.80 F,Shannon, IL,701
24895,39.04 F,Shannon City, IA,62
5675,51.04 F,Shannon Hills, AR,"3,356"
17888,42.20 F,Shannondale, WV,"3,295"
27062,37.80 F,Shanor-Northvue, PA,"5,156"
34429,32.69 F,Shapleigh, ME,0
15096,43.52 F,Shark River Hills, NJ,"3,770"
4924,51.90 F,Sharon, MS,"1,357"
6489,50.07 F,Sharon, GA,77
9525,47.36 F,Sharon, TN,"1,026"
10533,46.43 F,Sharon, SC,460
14458,43.87 F,Sharon, OK,61
14783,43.69 F,Sharon, KS,161
24397,39.35 F,Sharon, MA,"6,010"
26273,38.23 F,Sharon, PA,"13,845"
27985,37.23 F,Sharon, WI,"1,607"
30626,35.66 F,Sharon, CT,662
35195,31.54 F,Sharon, VT,0
36784,29.14 F,Sharon, ND,95
21010,40.87 F,Sharon Center, OH,0
10364,46.60 F,Sharon Grove, KY,0
18600,41.91 F,Sharon Hill, PA,"5,685"
27610,37.43 F,Sharon Springs, KS,697
31279,35.23 F,Sharon Springs, NY,477
16733,42.78 F,Sharonville, OH,"13,836"
861,62.09 F,Sharpes, FL,"3,059"
17471,42.41 F,Sharples, WV,0
9941,47.02 F,Sharps, VA,0
14885,43.64 F,Sharps Chapel, TN,0
6667,49.91 F,Sharpsburg, GA,459
10009,46.95 F,Sharpsburg, NC,"1,956"
14961,43.60 F,Sharpsburg, KY,471
17331,42.47 F,Sharpsburg, MD,829
21313,40.76 F,Sharpsburg, PA,"3,436"
23601,39.79 F,Sharpsburg, OH,0
24662,39.21 F,Sharpsburg, IA,113
21406,40.72 F,Sharpsville, IN,638
26331,38.20 F,Sharpsville, PA,"4,353"
10662,46.31 F,Sharptown, MD,927
22535,40.30 F,Shartlesville, PA,430
13417,44.45 F,Shasta, CA,"1,814"
12245,45.13 F,Shasta Lake, CA,"10,143"
15800,43.20 F,Shattuck, OK,"1,281"
24129,39.50 F,Shauck, OH,0
1936,57.38 F,Shavano Park, TX,"3,234"
15397,43.36 F,Shaver Lake, CA,735
29630,36.30 F,Shavertown, PA,"2,048"
4263,52.85 F,Shaw, MS,"1,801"
6033,50.49 F,Shaw A F B, SC,0
35263,31.46 F,Shaw Heights, CO,"4,749"
15576,43.30 F,Shaw Island, WA,0
15503,43.32 F,Shawanee, TN,0
29756,36.23 F,Shawanese, PA,0
34920,31.93 F,Shawano, WI,"9,202"
6378,50.17 F,Shawboro, NC,0
34470,32.61 F,Shawmut, ME,0
36443,29.88 F,Shawmut, MT,33
7470,49.23 F,Shawnee, OK,"30,609"
13834,44.22 F,Shawnee, KS,"63,597"
16291,42.98 F,Shawnee, OH,891
34638,32.36 F,Shawnee, WY,0
37807,22.26 F,Shawnee, CO,0
21840,40.56 F,Shawnee Hills, OH,844
18935,41.77 F,Shawnee Hills CDP, OH,"2,251"
19837,41.33 F,Shawnee Land, VA,"1,706"
14335,43.92 F,Shawnee Mission, KS,0
27882,37.28 F,Shawnee On Delaware, PA,0
21586,40.66 F,Shawnee village, OH,587
12670,44.88 F,Shawneetown, IL,"1,224"
22021,40.49 F,Shawsville, VA,"1,205"
30979,35.42 F,Shawville, PA,0
27828,37.31 F,Sheakleyville, PA,160
28653,36.89 F,Sheatown, PA,702
28262,37.09 F,Sheboygan, WI,"48,918"
28417,37.01 F,Sheboygan Falls, WI,"7,796"
19899,41.29 F,Shedd, OR,280
26526,38.10 F,Sheep Springs, NM,236
4492,52.50 F,Sheffield, TX,0
8989,47.86 F,Sheffield, AL,"9,067"
19435,41.52 F,Sheffield, OH,"4,004"
24089,39.52 F,Sheffield, IL,900
30414,35.79 F,Sheffield, MA,0
30628,35.65 F,Sheffield, PA,"1,202"
30821,35.52 F,Sheffield, IA,"1,057"
35079,31.72 F,Sheffield, VT,0
19424,41.52 F,Sheffield Lake, OH,"9,090"
14647,43.77 F,Shelbiana, KY,0
17038,42.62 F,Shelbina, MO,"1,444"
15313,43.39 F,Shelburn, IN,"1,254"
30477,35.74 F,Shelburne, VT,745
32779,34.32 F,Shelburne Falls, MA,"1,699"
4846,52.02 F,Shelby, MS,"2,224"
5935,50.63 F,Shelby, AL,"1,417"
10722,46.27 F,Shelby, NC,"20,283"
21958,40.51 F,Shelby, OH,"9,149"
22677,40.23 F,Shelby, IN,526
25348,38.72 F,Shelby, IA,617
25780,38.49 F,Shelby, NE,851
26754,37.98 F,Shelby, MI,"1,793"
35973,30.52 F,Shelby, MT,"3,096"
16529,42.87 F,Shelby Gap, KY,0
3782,53.53 F,Shelbyville, TX,0
10897,46.12 F,Shelbyville, TN,"20,616"
13624,44.33 F,Shelbyville, KY,"14,558"
16197,43.02 F,Shelbyville, IL,"5,211"
17635,42.33 F,Shelbyville, MO,602
19004,41.73 F,Shelbyville, IN,"19,216"
26456,38.14 F,Shelbyville, MI,0
27499,37.51 F,Sheldahl, IA,232
1671,58.29 F,Sheldon, TX,"1,585"
3470,53.99 F,Sheldon, SC,0
11996,45.29 F,Sheldon, MO,729
23115,40.02 F,Sheldon, IL,"1,264"
31658,35.00 F,Sheldon, VT,0
32027,34.78 F,Sheldon, IA,"5,047"
35961,30.53 F,Sheldon, WI,209
36097,30.34 F,Sheldon, ND,94
31660,35.00 F,Sheldon Springs, VT,0
26035,38.34 F,Sheldonville, MA,0
36174,30.26 F,Shell, WY,58
13126,44.61 F,Shell Knob, MO,"1,568"
34806,32.11 F,Shell Lake, WI,"1,402"
3208,54.45 F,Shell Point, SC,"2,384"
9058,47.78 F,Shell Ridge, CA,"1,139"
29166,36.61 F,Shell Rock, IA,"1,242"
37574,26.23 F,Shell Valley, ND,"1,365"
35714,30.87 F,Shelley, ID,"4,428"
4169,52.99 F,Shellman, GA,"1,077"
27391,37.57 F,Shellsburg, IA,"1,013"
36167,30.27 F,Shelly, MN,223
26369,38.18 F,Shelocta, PA,141
12356,45.06 F,Shelter Cove, CA,516
17787,42.24 F,Shelter Island, NY,"1,270"
17949,42.18 F,Shelter Island Heights, NY,"1,394"
18030,42.14 F,Shelton, WA,"9,798"
24286,39.42 F,Shelton, CT,"40,472"
27200,37.69 F,Shelton, NE,"1,182"
2097,57.00 F,Shenandoah, LA,"19,266"
2160,56.87 F,Shenandoah, TX,"2,397"
22310,40.40 F,Shenandoah, VA,"2,134"
23233,39.97 F,Shenandoah, PA,"5,002"
23695,39.74 F,Shenandoah, IA,"5,079"
19530,41.48 F,Shenandoah Farms, VA,"2,864"
25320,38.74 F,Shenandoah Heights, PA,"1,200"
18974,41.75 F,Shenandoah Junction, WV,632
17432,42.43 F,Shenandoah Retreat, VA,494
20483,41.05 F,Shenandoah Shores, VA,996
23876,39.64 F,Shenorock, NY,"1,589"
17225,42.53 F,Shepardsville, IN,420
2264,56.53 F,Shepherd, TX,"3,006"
30817,35.53 F,Shepherd, MI,"1,564"
34154,33.00 F,Shepherd, MT,766
18360,42.02 F,Shepherdstown, WV,"1,632"
14607,43.79 F,Shepherdsville, KY,"11,573"
6784,49.82 F,Sheppard Afb, TX,0
26144,38.29 F,Sheppton, PA,181
24779,39.12 F,Sherando, VA,584
5027,51.79 F,Sherard, MS,0
26451,38.14 F,Sherborn, MA,0
31164,35.32 F,Sherburn, MN,"1,018"
31202,35.29 F,Sherburne, NY,"1,371"
1650,58.44 F,Sheridan, TX,0
6059,50.46 F,Sheridan, AR,"4,749"
12498,44.98 F,Sheridan, CA,"1,465"
17543,42.38 F,Sheridan, OR,"6,081"
20323,41.11 F,Sheridan, IN,"3,084"
23719,39.74 F,Sheridan, MO,205
25198,38.82 F,Sheridan, IL,"2,026"
25830,38.46 F,Sheridan, NY,0
31096,35.36 F,Sheridan, CO,"5,819"
31135,35.34 F,Sheridan, MI,624
36311,30.08 F,Sheridan, WY,"17,699"
37048,28.37 F,Sheridan, MT,685
37319,27.55 F,Sheridan, ME,0
29465,36.42 F,Sheridan Lake, CO,81
4847,52.02 F,Sherman, TX,"39,119"
6905,49.74 F,Sherman, MS,629
18889,41.78 F,Sherman, IL,"4,016"
